@id,@lat,@lon,name,ele,wikidata,wikipedia
598949717,47.7340398,11.2746720,Steinberg,687,,
598949757,47.7501096,11.2794261,Emmenzberg,664,,
599050802,47.7285518,11.2416020,Kreimetswiesbichel,695,,
599301604,47.7571965,11.2262079,Riedberg,687,,
599622438,47.7403910,11.1523889,Antlüßbichel,678,,
599622544,47.7547575,11.1452008,Rieder Berg,659,,
600495150,47.7469613,10.9283990,Eschenbühl,905,,
606320617,47.7110102,12.1301792,Großer Madron,942,,
613837530,47.5100478,11.5412694,Östliches Torjoch,1818,Q21873242,
616682074,47.5145210,11.5623689,Lerchkogel,1688,Q15057413,de:Lerchkogel
617310151,47.7616666,12.1564587,Steinberg,729,,
618771886,47.6620830,11.4819040,Hennenkopf,1613,,
618771984,47.6619839,11.4845246,Probstenwand,1589,,
619240391,47.7150662,10.9398997,Mühlegg,926,,
620509447,47.8565795,11.5255847,Peretshofer Höhe,729,,
635151695,47.6624885,10.9068824,Schneidberg,1012,,
635281331,47.6846376,10.8871256,Haareck,858,,
635281335,47.6639591,10.9328543,Großbicheleck,981,,
636024131,47.6837122,10.9413805,Eckberg,965,,
642098609,47.6524635,10.9461103,Haldemooseck,1007,,
643653878,47.6284004,10.9391925,Dürreckkopf,1425,,
643653886,47.6357108,10.9340480,Kleinwildfeuerberg,1501,,
643653890,47.6340703,10.9389211,Hochwildfeuerberg,1545,,
643653893,47.6271819,10.9778395,Hinterschergen,1307,Q31540600,
643653896,47.6307827,10.9920024,Hochschergen,1396,Q31539804,
645012454,47.7916858,11.2151133,Hirtenberg,659,,
648572859,47.6068803,11.2423635,Ölrain,1542,Q297281,de:Ölrain
649103397,47.6321414,11.1526305,Langer Köchel,710,Q31532373,
649103412,47.6259681,11.1632671,Steinköchel,717,Q29015416,
649103422,47.6349983,11.1713871,Weghausköchel,684,,
649103424,47.6368385,11.1552200,Wiesmahdköchel,667,Q31514980,
649103426,47.6384824,11.1691295,Schmatzerköchel,657,,
651958799,47.5717425,11.2134831,Zwölferköpfl,1656,Q22030340,
662362296,48.2419822,11.4284392,Schuttberg,,,
664510186,47.5450497,12.8327097,Kammerlinghorn,2483,Q21868263,de:Hochkalter#Kammerlinghorn
666304999,48.1724218,11.5708975,Luitpoldhügel,539,Q1146187,de:Luitpoldhügel
667441727,48.2498383,11.6090270,Rodelhügel Hochbrück,490,,
672931871,47.6023232,11.2145558,Osterfeuerköpfl,1336,,
700907767,47.7256963,12.1776010,Kundl,1115,,
701066939,47.7025666,12.1036770,Rehleitenkopf,1338,Q31526565,de:Rehleitenkopf
701093144,47.7070849,12.1006210,Hirschnagel,1241,,
701385037,47.7102985,12.1148096,Maiwand,1135,Q1885965,de:Maiwand (Berg)
702235976,47.6092411,11.0960957,Gschwandkopf,1476,Q31557671,
702260979,47.6242235,11.0399631,Kappelbichl,905,,
702260990,47.6191664,11.0539958,Grünbichl,1026,,
702260992,47.5855618,11.0889216,Schaffelberg,1434,Q31523711,
702260995,47.5837750,11.1111663,Manndlköpfe,1605,Q31557167,
702260997,47.5778643,11.1185921,Großer Laber,1466,Q31543959,
702261000,47.6135651,11.1059485,Kleiner Aufacker,1533,Q31534788,
702261001,47.6152822,11.0771822,Kircheck,1243,,
702261002,47.6221489,11.0841863,Rehbreinkopf,1422,Q31557920,
702262361,47.6429629,11.0801749,Rißberg,1425,Q31525673,
702262362,47.6381610,11.0954684,Geißeck,1086,,
702271044,47.6072985,11.1249494,Schwaiger Berg,1365,Q31521676,
702874218,47.5831644,11.0400446,Brunnberg,1529,Q31551020,
702874221,47.5841636,11.0488157,Hinterer Rappenkopf,1404,Q31540684,
702874232,47.5827864,11.0548208,Vorderer Rappenkopf,1408,Q31516218,
702918160,47.5963992,11.0271651,Steckenberg,1385,Q31519478,
703354390,47.5716100,11.1173541,Mühlberg,1305,Q31530111,
703831943,47.5288121,11.0901506,Grubenkopf,,Q31543448,
703831947,47.5519791,11.1135889,Rabenkopf,1107,Q31527436,
703834455,47.5752543,11.1292092,Kleiner Laber,1205,Q31534471,
703834463,47.5974526,11.1354470,Rauheck,975,Q31526851,
704541084,47.5466736,11.1059440,Heuberg,999,,
705155390,47.6658503,11.5427384,Waxenstein,1310,Q31558507,
705251677,47.6142399,11.2109797,Heuberg,825,,
705251750,47.5717598,11.2053015,Kreuzturm,1349,Q31556891,
705251831,47.5665333,11.1818637,Teufelskapelle,1069,Q31517610,
705251847,47.5989479,11.2005976,Heldenkreuz,963,,
705251885,47.6112658,11.2081834,Zeilkopf,841,,
705251902,47.5668469,11.2138660,Hinterer Kopf,1501,Q31556842,
705835821,47.8099528,12.3592669,Hitzelsberg,600,,
714142219,47.5109035,11.1834748,Rotenkopf,1685,Q31524906,
714142222,47.5462748,11.2155856,Klaffen,1829,Q1744202,
714142225,47.4963746,11.1824603,Unterreidla,1099,,
714142228,47.4952206,11.1531289,Steinbichel,,,
714142232,47.5094645,11.2221773,Rindberg,1316,Q31525892,
714142241,47.5164536,11.1832719,Zunderkopf,1611,Q31513912,
714142244,47.5037813,11.1555208,Roßwank,1688,,
714142246,47.5040282,11.2162874,Bletschertalkopf,1369,Q31552130,
714142248,47.5306597,11.2059480,Unterrauheck,1533,Q31556415,
714142253,47.5149120,11.1941269,Mitterkopf,1529,Q31530516,
715720509,47.5577189,11.1944546,Archtalkopf,1927,Q31553448,
715720542,47.5023054,11.1249404,Schafkopf,1164,Q31523694,
715720549,47.5546469,11.1914625,Schindlerskopf,1940,Q21996585,de:Schindlerskopf
715720555,47.5116720,11.1450990,Ameisberg,1741,,
715725562,47.4974770,11.0089747,Zunderköpfel,1656,,
715725572,47.5183284,11.0079817,Krottenköpfel,1780,Q31533075,
715725575,47.4926017,11.0022845,Jakelberger Köpfel,1385,,
715785901,47.5527153,11.0029376,Dreierköpfel,1748,Q31549231,
715835441,47.5132455,11.0616602,Katzenkopf,1817,,
715851486,47.5103815,11.0544129,Mittergern,1834,,
722036535,48.2910998,12.5780279,Hampersberg,471,,
725055111,47.7186747,12.0369322,Lechnerkopf,1547,Q31558918,de:Lechnerkopf
731807184,47.6081028,11.4626765,Brunnenberg,1102,Q31551002,
736758343,47.7118549,12.1251184,Petersberg,842,Q2079549,de:Kleiner Madron
747347485,47.7858562,12.6183863,Rabenstein (westl.),924,,
748804706,47.6393841,11.3760576,Sonnenspitz,1269,Q109019807,de:Sonnenspitz (Kochel)
751812974,47.7419348,12.5604918,Haaralmschneid,1594,Q31354459,
759792010,47.6903410,12.0976040,Heuberg,888,Q31541102,
759792018,47.6897559,12.1219738,Mitterberg,1224,,
765097941,47.7239382,12.0435958,Rampoldplatte,1422,Q980656,
767907047,47.7062158,12.5840238,Hörndl,,,
773235643,47.4720169,10.9784272,Zirmerskopf,1108,Q31514013,
773310205,47.6444288,11.0548916,Zeitberg,1404.0,,
773900398,47.4496343,11.0341019,Manndl,1889,Q31555907,
773900419,47.4492827,11.0105179,Bärenheimatkopf,1617,,
773900448,47.4421375,11.0116460,Schönangerspitze,2264,Q31522130,
774990761,47.7064977,12.0305994,Gschwandtpfeiler,1480,,
776376623,47.6521132,11.4132331,Schwarzeck,1527,Q31558230,
778602686,47.6755356,12.1156565,Höhlenstein,1084,,
793933283,47.7358916,12.7122774,Streicher,1594,Q31518293,
797461020,47.4777630,11.0770331,Katzenstein,852,,
797461041,47.4731003,11.0887290,Rießerkopf,1127,Q31556085,
797461064,47.4534623,11.0622381,Rauhkopf,1621,,
797515927,47.4800387,11.1065441,Kochelberg,863,Q31336214,
797532005,47.4782435,11.1319009,Schönau,906,,
797643804,47.6745316,11.8339866,Rinnerspitz,1611,Q2154222,de:Rinnerspitz
802966781,48.1674804,11.2488415,Engelsberg,560,,
819329650,47.6516661,12.0813990,Brünnsteinschanze,1545,Q120444189,
819329655,47.6485792,12.0828547,Rotwandlspitz,1588,Q116950392,de:Rotwandlspitz
821616667,47.7729524,12.2729030,Schwarzenberg,1136,Q31521556,
880892898,47.7062685,12.5839435,Hörndlwand,1684,Q977119,de:Hörndlwand
885182782,47.6482196,12.1489342,Gletscherblick,824,,
885262311,47.6419783,12.1358034,Schwarzenberg,1222,Q31521574,
889074205,47.7196296,12.0615210,Zugberg,1113,Q31513961,
889074206,47.6964773,12.0464154,Jackelberg,1412,Q96739249,de:Jackelberg (Berg)
892394098,48.0076717,12.3579237,Scheitzenberg,655,,
907919717,47.7003483,12.1357401,Falkenberg,877,Q31547557,
911835841,47.6240110,11.2637843,Großer Illing,1313,Q31544070,
919730944,47.6969604,12.6493523,Saurüsselkopf,1270,Q31523888,
926396862,47.7523055,12.7845789,Gruberhörndl,1493,Q31543415,
928061460,47.6711962,11.8499007,Krettenburg,1494,,
935524539,47.7344286,12.0419710,Mitterberg,1214,Q31530580,
942283724,47.7532079,12.8636617,Steinerne Jäger,,,
942667605,47.7223741,11.6007828,Schürfenkopf,1096,Q31521735,de:Schürfenkopf
942820096,47.6508041,11.4975146,Beigenstein,1518,,
944092774,47.4126395,11.1301239,Westliche Törlspitze,2427,,
965990748,47.7609552,12.5814756,Strohnkopf,1462,,
999966226,47.8193171,11.1962236,Ilkahöhe,650,,
1011372360,47.7330311,12.0652001,Schrofen,1025,Q31521765,
1023521644,47.7331908,11.7540862,Buchberg,995.5,,
1055345002,47.7144664,13.0031728,Großer Heubergkopf,1820,,
1055352004,47.5720037,12.8694054,Blaueisspitze,2481,Q31354412,
1055352011,47.5857340,12.8776064,Steinberg,2065,,
1055547059,47.5727411,12.8624286,Kleinkalter,2513,,
1055547069,47.5461712,12.8478690,Wimbachschneidspitze,2368,,
1055547071,47.5625765,12.8614196,Ofentalhörnl,2513,Q31296619,
1055547072,47.5795693,12.8906619,Stanglahnerkopf,1791,Q31311641,
1055547086,47.5841081,12.8613061,Schärtenwandkopf,2065,,
1055547112,47.5642609,12.8677725,Schönwandeck,2450,,
1055547114,47.5786336,12.8621648,Rotpalfen,2367,Q1117892,
1055583497,47.5546387,12.8316752,Hocheishörndl,2252,Q31353994,
1055583501,47.5583201,12.8357131,Eislhörndl,2095,,
1055583505,47.5588020,12.8284226,Vorderberghörndl,2083,,
1055583506,47.5515606,12.8222080,Kleineishörnl,1934,Q31345629,
1055583508,47.5509169,12.8391498,Hinterberghorn,2493,,
1055599840,47.5323307,12.8706562,Kleines Palfenhorn,2073,Q19964160,de:Kleines Palfenhorn
1059463596,47.5537381,12.9378171,1. Watzmannkind,2247,,
1059463616,47.5519243,12.9339669,3. Watzmannkind,2209,,
1059463627,47.5527479,12.9328971,4. Watzmannkind,2270,,
1059463633,47.5526978,12.9309994,5. Watzmannkind,2225,,
1059532539,47.5726077,12.9237627,Watzmanngugel,1800,,
1059571687,47.5969466,13.0390290,Dürreckberg,1785,,
1059571690,47.5570403,13.0482980,Reinersberg,2171,Q31359087,
1059571696,47.5912276,13.0326456,Brettgabel,1805,Q910965,
1060100549,47.5146630,13.0275981,Hochsäul,2073,Q31353952,
1060100551,47.5502715,13.0446421,Windschartenkopf,2211,Q93958735,
1060286350,47.4812326,13.0243806,Schloßkopf,2139,Q21873251,
